Scenario,Criteria,Expected Matches For Recall,Predicted Matches (Recall),Recall,Expected Matches For Precision,Predicted Matches (Precision),Precision,Expected Matched For Accuracy,Predicted Matched (Accuracy),Accuracy,F1 Score
7635,"[('high_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion'), ('butter', 'contains')]",19,2,0.10526315789473684,84,2,0.023809523809523808,19,0,0.0,0.038834951456310676
7637,"[('low_protein', 'HasProteinLevel'), ('medium_sodium', 'HasSodiumLevel'), ('less_than_6_hours', 'needTimeToCook')]",112,4,0.03571428571428571,84,4,0.047619047619047616,112,4,0.03571428571428571,0.04081632653061224
7638,"[('low_protein', 'HasProteinLevel'), ('global', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook')]",96,5,0.052083333333333336,84,5,0.05952380952380952,96,6,0.0625,0.05555555555555556
7639,"[('high_carb', 'HasCarbLevel'), ('asia', 'isFromRegion'), ('tomato', 'contains')]",3,1,0.3333333333333333,84,1,0.011904761904761904,3,0,0.0,0.022988505747126436
7640,"[('high_fat', 'HasFatLevel'), ('asia', 'isFromRegion'), ('garlic_clove', 'contains')]",70,11,0.15714285714285714,84,11,0.13095238095238096,70,11,0.15714285714285714,0.14285714285714288
7641,"[('asia', 'isFromRegion'), ('less_than_15_mins', 'needTimeToCook'), ('red_onion', 'contains')]",17,4,0.23529411764705882,84,4,0.047619047619047616,17,0,0.0,0.0792079207920792
7643,"[('medium_protein', 'HasProteinLevel'), ('standard', 'hasDietType'), ('oceania', 'isFromRegion')]",26,1,0.038461538461538464,84,1,0.011904761904761904,26,0,0.0,0.01818181818181818
7644,"[('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",64,9,0.140625,84,9,0.10714285714285714,64,6,0.09375,0.1216216216216216
7646,"[('low_protein', 'HasProteinLevel'), ('low_sodium', 'HasSodiumLevel'), ('starter', 'isForMealType')]",364,8,0.02197802197802198,84,8,0.09523809523809523,364,32,0.08791208791208792,0.03571428571428572
7647,"[('high_calorie', 'HasCalorieLevel'), ('more_than_6_hours', 'needTimeToCook'), ('garlic_clove', 'contains')]",24,0,0.0,84,0,0.0,24,0,0.0,0.0
7648,"[('low_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('baking_powder', 'contains')]",76,3,0.039473684210526314,84,3,0.03571428571428571,76,3,0.039473684210526314,0.0375
7649,"[('low_fat', 'HasFatLevel'), ('breakfast', 'isForMealType'), ('brown_sugar', 'contains')]",23,1,0.043478260869565216,84,1,0.011904761904761904,23,0,0.0,0.018691588785046728
7650,"[('medium_sodium', 'HasSodiumLevel'), ('high_calorie', 'HasCalorieLevel'), ('less_than_15_mins', 'needTimeToCook')]",10,0,0.0,84,0,0.0,10,0,0.0,0.0
7651,"[('snack', 'isForMealType'), ('global', 'isFromRegion'), ('honey', 'contains')]",25,4,0.16,84,4,0.047619047619047616,25,4,0.16,0.07339449541284404
7654,"[('high_carb', 'HasCarbLevel'), ('drink', 'isForMealType'), ('butter', 'contains')]",1,1,1.0,84,1,0.011904761904761904,1,1,1.0,0.023529411764705882
7655,"[('medium_fiber', 'HasFiberLevel'), ('high_calorie', 'HasCalorieLevel'), ('lemon_juice', 'contains')]",6,1,0.16666666666666666,84,1,0.011904761904761904,6,0,0.0,0.022222222222222223
7656,"[('breakfast', 'isForMealType'), ('middle_east', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",3,1,0.3333333333333333,84,1,0.011904761904761904,3,0,0.0,0.022988505747126436
7657,"[('medium_protein', 'HasProteinLevel'), ('medium_sugar', 'HasSugarLevel'), ('butter', 'contains')]",38,1,0.02631578947368421,84,1,0.011904761904761904,38,1,0.02631578947368421,0.01639344262295082
7658,"[('low_fiber', 'HasFiberLevel'), ('low_cholesterol', 'HasCholesterolLevel'), ('onion', 'contains')]",418,12,0.028708133971291867,84,12,0.14285714285714285,418,49,0.11722488038277512,0.04780876494023904
7659,"[('low_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel')]",60,1,0.016666666666666666,84,1,0.011904761904761904,60,0,0.0,0.013888888888888888
7660,"[('high_sugar', 'HasSugarLevel'), ('drink', 'isForMealType'), ('brown_sugar', 'contains')]",27,8,0.2962962962962963,84,8,0.09523809523809523,27,5,0.18518518518518517,0.14414414414414414
7662,"[('high_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('vegetarian', 'hasDietType')]",56,5,0.08928571428571429,84,5,0.05952380952380952,56,4,0.07142857142857142,0.07142857142857142
7663,"[('high_sugar', 'HasSugarLevel'), ('dessert', 'isForMealType'), ('baking_powder', 'contains')]",99,10,0.10101010101010101,84,10,0.11904761904761904,99,11,0.1111111111111111,0.10928961748633878
7664,"[('medium_protein', 'HasProteinLevel'), ('high_calorie', 'HasCalorieLevel'), ('starter', 'isForMealType')]",3,1,0.3333333333333333,84,1,0.011904761904761904,3,0,0.0,0.022988505747126436
7665,"[('latin_america_and_caribbean', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('sugar', 'contains')]",22,11,0.5,84,11,0.13095238095238096,22,3,0.13636363636363635,0.20754716981132076
7666,"[('low_sugar', 'HasSugarLevel'), ('lunch', 'isForMealType'), ('salt_product', 'contains')]",372,10,0.026881720430107527,84,10,0.11904761904761904,372,36,0.0967741935483871,0.043859649122807015
7667,"[('low_protein', 'HasProteinLevel'), ('less_than_6_hours', 'needTimeToCook'), ('butter', 'contains')]",70,4,0.05714285714285714,84,4,0.047619047619047616,70,4,0.05714285714285714,0.05194805194805195
7668,"[('starter', 'isForMealType'), ('europe', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",43,2,0.046511627906976744,84,2,0.023809523809523808,43,1,0.023255813953488372,0.031496062992125984
7670,"[('vegetarian', 'hasDietType'), ('more_than_6_hours', 'needTimeToCook'), ('red_onion', 'contains')]",4,1,0.25,84,1,0.011904761904761904,4,0,0.0,0.022727272727272724
7673,"[('high_cholesterol', 'HasCholesterolLevel'), ('breakfast', 'isForMealType'), ('onion', 'contains')]",57,10,0.17543859649122806,84,10,0.11904761904761904,57,8,0.14035087719298245,0.14184397163120566
7674,"[('medium_sodium', 'HasSodiumLevel'), ('middle_east', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook')]",35,3,0.08571428571428572,84,3,0.03571428571428571,35,0,0.0,0.05042016806722689
7675,"[('low_sugar', 'HasSugarLevel'), ('less_than_30_mins', 'needTimeToCook'), ('cinnamon', 'contains')]",59,3,0.05084745762711865,84,3,0.03571428571428571,59,3,0.05084745762711865,0.04195804195804196
7677,"[('paleo', 'hasDietType'), ('north_america', 'isFromRegion'), ('onion', 'contains')]",35,21,0.6,84,21,0.25,35,15,0.42857142857142855,0.35294117647058826
7678,"[('dessert', 'isForMealType'), ('africa', 'isFromRegion'), ('lemon_juice', 'contains')]",4,3,0.75,84,3,0.03571428571428571,4,0,0.0,0.06818181818181818
7679,"[('high_sodium', 'HasSodiumLevel'), ('asia', 'isFromRegion'), ('baking_powder', 'contains')]",3,0,0.0,84,0,0.0,3,0,0.0,0.0
7680,"[('low_sodium', 'HasSodiumLevel'), ('north_america', 'isFromRegion'), ('salt_product', 'contains')]",138,2,0.014492753623188406,84,2,0.023809523809523808,138,3,0.021739130434782608,0.018018018018018018
7681,"[('dessert', 'isForMealType'), ('oceania', 'isFromRegion'), ('milk', 'contains')]",30,5,0.16666666666666666,84,5,0.05952380952380952,30,3,0.1,0.08771929824561404
7682,"[('medium_protein', 'HasProteinLevel'), ('medium_calorie', 'HasCalorieLevel'), ('vegan', 'hasDietType')]",132,6,0.045454545454545456,84,6,0.07142857142857142,132,11,0.08333333333333333,0.05555555555555555
7683,"[('high_fiber', 'HasFiberLevel'), ('starter', 'isForMealType'), ('standard', 'hasDietType')]",33,0,0.0,84,0,0.0,33,0,0.0,0.0
7684,"[('low_fiber', 'HasFiberLevel'), ('latin_america_and_caribbean', 'isFromRegion'), ('honey', 'contains')]",9,3,0.3333333333333333,84,3,0.03571428571428571,9,1,0.1111111111111111,0.06451612903225806
7685,"[('medium_fat', 'HasFatLevel'), ('low_sodium', 'HasSodiumLevel'), ('high_cholesterol', 'HasCholesterolLevel')]",120,0,0.0,84,0,0.0,120,0,0.0,0.0
7687,"[('high_calorie', 'HasCalorieLevel'), ('less_than_60_mins', 'needTimeToCook'), ('lemon_juice', 'contains')]",12,0,0.0,84,0,0.0,12,0,0.0,0.0
7688,"[('low_protein', 'HasProteinLevel'), ('medium_carb', 'HasCarbLevel'), ('olive_oil', 'contains')]",63,1,0.015873015873015872,84,1,0.011904761904761904,63,1,0.015873015873015872,0.013605442176870748
7689,"[('low_protein', 'HasProteinLevel'), ('paleo', 'hasDietType'), ('less_than_30_mins', 'needTimeToCook')]",7,4,0.5714285714285714,84,4,0.047619047619047616,7,0,0.0,0.08791208791208789
7691,"[('low_carb', 'HasCarbLevel'), ('brunch', 'isForMealType'), ('milk', 'contains')]",93,22,0.23655913978494625,84,22,0.2619047619047619,93,22,0.23655913978494625,0.24858757062146894
7692,"[('low_fat', 'HasFatLevel'), ('medium_sugar', 'HasSugarLevel'), ('less_than_6_hours', 'needTimeToCook')]",33,0,0.0,84,0,0.0,33,0,0.0,0.0
7694,"[('high_calorie', 'HasCalorieLevel'), ('asia', 'isFromRegion'), ('tomato', 'contains')]",7,0,0.0,84,0,0.0,7,0,0.0,0.0
7695,"[('medium_fat', 'HasFatLevel'), ('dessert', 'isForMealType'), ('oceania', 'isFromRegion')]",53,7,0.1320754716981132,84,7,0.08333333333333333,53,7,0.1320754716981132,0.1021897810218978
7696,"[('low_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('vegan', 'hasDietType')]",65,1,0.015384615384615385,84,1,0.011904761904761904,65,0,0.0,0.013422818791946308
7697,"[('high_protein', 'HasProteinLevel'), ('middle_east', 'isFromRegion'), ('tomato', 'contains')]",54,6,0.1111111111111111,84,6,0.07142857142857142,54,5,0.09259259259259259,0.08695652173913043
7698,"[('medium_protein', 'HasProteinLevel'), ('low_calorie', 'HasCalorieLevel'), ('milk', 'contains')]",107,6,0.056074766355140186,84,6,0.07142857142857142,107,6,0.056074766355140186,0.06282722513089005
7699,"[('high_carb', 'HasCarbLevel'), ('low_sodium', 'HasSodiumLevel'), ('less_than_30_mins', 'needTimeToCook')]",25,0,0.0,84,0,0.0,25,0,0.0,0.0
7700,"[('low_protein', 'HasProteinLevel'), ('oceania', 'isFromRegion'), ('baking_powder', 'contains')]",16,2,0.125,84,2,0.023809523809523808,16,0,0.0,0.04
7701,"[('medium_fiber', 'HasFiberLevel'), ('high_sugar', 'HasSugarLevel'), ('chicken_egg', 'contains')]",74,3,0.04054054054054054,84,3,0.03571428571428571,74,2,0.02702702702702703,0.0379746835443038
7702,"[('medium_carb', 'HasCarbLevel'), ('medium_sodium', 'HasSodiumLevel'), ('lemon_juice', 'contains')]",52,1,0.019230769230769232,84,1,0.011904761904761904,52,1,0.019230769230769232,0.014705882352941176
7703,"[('low_cholesterol', 'HasCholesterolLevel'), ('starter', 'isForMealType'), ('less_than_6_hours', 'needTimeToCook')]",71,4,0.056338028169014086,84,4,0.047619047619047616,71,4,0.056338028169014086,0.051612903225806445
7704,"[('low_carb', 'HasCarbLevel'), ('medium_fat', 'HasFatLevel'), ('cinnamon', 'contains')]",171,13,0.07602339181286549,84,13,0.15476190476190477,171,19,0.1111111111111111,0.10196078431372549
7705,"[('high_sugar', 'HasSugarLevel'), ('europe', 'isFromRegion'), ('salt_product', 'contains')]",76,14,0.18421052631578946,84,14,0.16666666666666666,76,14,0.18421052631578946,0.175
7706,"[('medium_calorie', 'HasCalorieLevel'), ('breakfast', 'isForMealType'), ('north_america', 'isFromRegion')]",70,20,0.2857142857142857,84,20,0.23809523809523808,70,19,0.2714285714285714,0.25974025974025977
7707,"[('high_fiber', 'HasFiberLevel'), ('brunch', 'isForMealType'), ('lemon_juice', 'contains')]",9,0,0.0,84,0,0.0,9,0,0.0,0.0
7708,"[('medium_sodium', 'HasSodiumLevel'), ('medium_sugar', 'HasSugarLevel'), ('flour', 'contains')]",105,8,0.0761904761904762,84,8,0.09523809523809523,105,8,0.0761904761904762,0.08465608465608467
7709,"[('low_sodium', 'HasSodiumLevel'), ('middle_east', 'isFromRegion'), ('sugar', 'contains')]",75,24,0.32,84,24,0.2857142857142857,75,23,0.30666666666666664,0.30188679245283023
7710,"[('low_cholesterol', 'HasCholesterolLevel'), ('dessert', 'isForMealType'), ('less_than_6_hours', 'needTimeToCook')]",41,5,0.12195121951219512,84,5,0.05952380952380952,41,3,0.07317073170731707,0.07999999999999999
7711,"[('medium_fiber', 'HasFiberLevel'), ('high_calorie', 'HasCalorieLevel'), ('less_than_4_hours', 'needTimeToCook')]",29,0,0.0,84,0,0.0,29,0,0.0,0.0
7713,"[('low_fiber', 'HasFiberLevel'), ('dinner', 'isForMealType'), ('standard', 'hasDietType')]",241,8,0.03333333333333333,84,8,0.09523809523809523,241,22,0.0912863070539419,0.04938271604938271
7714,"[('high_sodium', 'HasSodiumLevel'), ('more_than_6_hours', 'needTimeToCook'), ('tomato', 'contains')]",52,0,0.0,84,0,0.0,52,0,0.0,0.0
7716,"[('low_sodium', 'HasSodiumLevel'), ('less_than_60_mins', 'needTimeToCook'), ('cinnamon', 'contains')]",90,4,0.044444444444444446,84,4,0.047619047619047616,90,4,0.044444444444444446,0.04597701149425287
7717,"[('low_sugar', 'HasSugarLevel'), ('drink', 'isForMealType'), ('salt_product', 'contains')]",1,0,0.0,84,0,0.0,1,0,0.0,0.0
7718,"[('medium_sugar', 'HasSugarLevel'), ('less_than_15_mins', 'needTimeToCook'), ('flour', 'contains')]",20,1,0.05,84,1,0.011904761904761904,20,0,0.0,0.019230769230769232
7719,"[('high_protein', 'HasProteinLevel'), ('starter', 'isForMealType'), ('latin_america_and_caribbean', 'isFromRegion')]",19,3,0.15789473684210525,84,3,0.03571428571428571,19,1,0.05263157894736842,0.05825242718446602
7720,"[('dinner', 'isForMealType'), ('vegan', 'hasDietType'), ('cumin_seed', 'contains')]",25,8,0.32,84,8,0.09523809523809523,25,2,0.08,0.14678899082568808
7721,"[('high_fat', 'HasFatLevel'), ('global', 'isFromRegion'), ('sugar', 'contains')]",63,7,0.1111111111111111,84,7,0.08333333333333333,63,6,0.09523809523809523,0.09523809523809525
7722,"[('medium_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel'), ('tomato', 'contains')]",143,2,0.014084507042253521,84,2,0.023809523809523808,143,3,0.02097902097902098,0.017699115044247787
7723,"[('medium_protein', 'HasProteinLevel'), ('snack', 'isForMealType'), ('less_than_60_mins', 'needTimeToCook')]",45,1,0.022222222222222223,84,1,0.011904761904761904,45,1,0.022222222222222223,0.015503875968992248
7724,"[('medium_cholesterol', 'HasCholesterolLevel'), ('medium_calorie', 'HasCalorieLevel'), ('sugar', 'contains')]",265,9,0.033962264150943396,84,9,0.10714285714285714,265,36,0.13584905660377358,0.05157593123209169
7725,"[('brunch', 'isForMealType'), ('latin_america_and_caribbean', 'isFromRegion'), ('cumin_seed', 'contains')]",3,2,0.6666666666666666,84,2,0.023809523809523808,3,0,0.0,0.04597701149425287
7726,"[('high_protein', 'HasProteinLevel'), ('high_carb', 'HasCarbLevel'), ('tomato', 'contains')]",53,2,0.03773584905660377,84,2,0.023809523809523808,53,1,0.018867924528301886,0.029197080291970802
7727,"[('medium_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('lunch', 'isForMealType')]",61,1,0.01639344262295082,84,1,0.011904761904761904,61,1,0.01639344262295082,0.013793103448275862
7728,"[('medium_fat', 'HasFatLevel'), ('high_fiber', 'HasFiberLevel'), ('olive_oil', 'contains')]",109,7,0.06422018348623854,84,7,0.08333333333333333,109,8,0.07339449541284404,0.07253886010362695
7729,"[('low_carb', 'HasCarbLevel'), ('middle_east', 'isFromRegion'), ('butter', 'contains')]",39,6,0.15384615384615385,84,6,0.07142857142857142,39,4,0.10256410256410256,0.0975609756097561
7731,"[('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel'), ('garlic_clove', 'contains')]",300,14,0.04666666666666667,84,14,0.16666666666666666,300,38,0.12666666666666668,0.07291666666666667
7732,"[('low_protein', 'HasProteinLevel'), ('vegetarian', 'hasDietType'), ('lemon_juice', 'contains')]",83,13,0.1566265060240964,84,13,0.15476190476190477,83,13,0.1566265060240964,0.15568862275449102
7733,"[('medium_calorie', 'HasCalorieLevel'), ('less_than_60_mins', 'needTimeToCook'), ('red_onion', 'contains')]",59,1,0.01694915254237288,84,1,0.011904761904761904,59,1,0.01694915254237288,0.013986013986013986
7734,"[('medium_fat', 'HasFatLevel'), ('vegetarian', 'hasDietType'), ('cumin_seed', 'contains')]",35,10,0.2857142857142857,84,10,0.11904761904761904,35,7,0.2,0.1680672268907563
7736,"[('high_calorie', 'HasCalorieLevel'), ('middle_east', 'isFromRegion'), ('butter', 'contains')]",9,2,0.2222222222222222,84,2,0.023809523809523808,9,0,0.0,0.043010752688172046
7737,"[('low_calorie', 'HasCalorieLevel'), ('global', 'isFromRegion'), ('milk', 'contains')]",138,5,0.036231884057971016,84,5,0.05952380952380952,138,7,0.050724637681159424,0.04504504504504504
7738,"[('high_sugar', 'HasSugarLevel'), ('dinner', 'isForMealType'), ('cumin_seed', 'contains')]",19,2,0.10526315789473684,84,2,0.023809523809523808,19,0,0.0,0.038834951456310676
7739,"[('medium_fat', 'HasFatLevel'), ('low_fiber', 'HasFiberLevel'), ('oceania', 'isFromRegion')]",141,8,0.05673758865248227,84,8,0.09523809523809523,141,9,0.06382978723404255,0.07111111111111111
7740,"[('medium_protein', 'HasProteinLevel'), ('more_than_6_hours', 'needTimeToCook'), ('tomato', 'contains')]",25,1,0.04,84,1,0.011904761904761904,25,0,0.0,0.01834862385321101
7741,"[('high_sodium', 'HasSodiumLevel'), ('less_than_15_mins', 'needTimeToCook'), ('olive_oil', 'contains')]",38,4,0.10526315789473684,84,4,0.047619047619047616,38,1,0.02631578947368421,0.06557377049180328
7742,"[('low_carb', 'HasCarbLevel'), ('global', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",80,6,0.075,84,6,0.07142857142857142,80,5,0.0625,0.07317073170731707
7743,"[('high_protein', 'HasProteinLevel'), ('high_fat', 'HasFatLevel'), ('less_than_6_hours', 'needTimeToCook')]",98,3,0.030612244897959183,84,3,0.03571428571428571,98,4,0.04081632653061224,0.03296703296703297
7744,"[('medium_sugar', 'HasSugarLevel'), ('snack', 'isForMealType'), ('global', 'isFromRegion')]",27,4,0.14814814814814814,84,4,0.047619047619047616,27,2,0.07407407407407407,0.07207207207207207
7745,"[('high_cholesterol', 'HasCholesterolLevel'), ('high_calorie', 'HasCalorieLevel'), ('latin_america_and_caribbean', 'isFromRegion')]",32,14,0.4375,84,14,0.16666666666666666,32,8,0.25,0.24137931034482757
7746,"[('high_protein', 'HasProteinLevel'), ('brunch', 'isForMealType'), ('less_than_15_mins', 'needTimeToCook')]",25,2,0.08,84,2,0.023809523809523808,25,1,0.04,0.03669724770642202
7747,"[('standard', 'hasDietType'), ('north_america', 'isFromRegion'), ('butter', 'contains')]",120,19,0.15833333333333333,84,19,0.2261904761904762,120,21,0.175,0.18627450980392157
7748,"[('high_protein', 'HasProteinLevel'), ('breakfast', 'isForMealType'), ('salt_product', 'contains')]",58,7,0.1206896551724138,84,7,0.08333333333333333,58,5,0.08620689655172414,0.09859154929577464
7749,"[('dinner', 'isForMealType'), ('global', 'isFromRegion'), ('more_than_6_hours', 'needTimeToCook')]",15,2,0.13333333333333333,84,2,0.023809523809523808,15,2,0.13333333333333333,0.0404040404040404
7750,"[('medium_sodium', 'HasSodiumLevel'), ('europe', 'isFromRegion'), ('tomato', 'contains')]",114,17,0.14912280701754385,84,17,0.20238095238095238,114,18,0.15789473684210525,0.1717171717171717
7751,"[('asia', 'isFromRegion'), ('less_than_30_mins', 'needTimeToCook'), ('tomato', 'contains')]",10,2,0.2,84,2,0.023809523809523808,10,1,0.1,0.0425531914893617
7752,"[('low_sodium', 'HasSodiumLevel'), ('asia', 'isFromRegion'), ('lemon_juice', 'contains')]",18,3,0.16666666666666666,84,3,0.03571428571428571,18,2,0.1111111111111111,0.058823529411764705
7753,"[('medium_carb', 'HasCarbLevel'), ('medium_sugar', 'HasSugarLevel'), ('snack', 'isForMealType')]",28,0,0.0,84,0,0.0,28,0,0.0,0.0
7754,"[('lunch', 'isForMealType'), ('less_than_15_mins', 'needTimeToCook'), ('honey', 'contains')]",3,0,0.0,84,0,0.0,3,0,0.0,0.0
7755,"[('medium_protein', 'HasProteinLevel'), ('dinner', 'isForMealType'), ('lemon_juice', 'contains')]",6,1,0.16666666666666666,84,1,0.011904761904761904,6,0,0.0,0.022222222222222223
7756,"[('high_calorie', 'HasCalorieLevel'), ('more_than_6_hours', 'needTimeToCook'), ('tomato', 'contains')]",9,2,0.2222222222222222,84,2,0.023809523809523808,9,0,0.0,0.043010752688172046
7758,"[('high_protein', 'HasProteinLevel'), ('medium_sugar', 'HasSugarLevel'), ('chicken_egg', 'contains')]",46,2,0.043478260869565216,84,2,0.023809523809523808,46,2,0.043478260869565216,0.030769230769230767
7759,"[('medium_fat', 'HasFatLevel'), ('lunch', 'isForMealType'), ('olive_oil', 'contains')]",196,21,0.10714285714285714,84,21,0.25,196,35,0.17857142857142858,0.15
7760,"[('low_sodium', 'HasSodiumLevel'), ('oceania', 'isFromRegion'), ('garlic_clove', 'contains')]",40,1,0.025,84,1,0.011904761904761904,40,1,0.025,0.016129032258064516
7761,"[('high_sugar', 'HasSugarLevel'), ('dinner', 'isForMealType'), ('salt_product', 'contains')]",45,0,0.0,84,0,0.0,45,0,0.0,0.0
7762,"[('low_sugar', 'HasSugarLevel'), ('global', 'isFromRegion'), ('red_onion', 'contains')]",37,1,0.02702702702702703,84,1,0.011904761904761904,37,0,0.0,0.01652892561983471
7763,"[('medium_protein', 'HasProteinLevel'), ('dessert', 'isForMealType'), ('europe', 'isFromRegion')]",33,4,0.12121212121212122,84,4,0.047619047619047616,33,3,0.09090909090909091,0.06837606837606837
7764,"[('medium_protein', 'HasProteinLevel'), ('high_sugar', 'HasSugarLevel'), ('red_onion', 'contains')]",7,0,0.0,84,0,0.0,7,0,0.0,0.0
7765,"[('medium_protein', 'HasProteinLevel'), ('medium_fat', 'HasFatLevel'), ('medium_sodium', 'HasSodiumLevel')]",387,6,0.015503875968992248,84,6,0.07142857142857142,387,36,0.09302325581395349,0.025477707006369428
7766,"[('medium_sugar', 'HasSugarLevel'), ('vegetarian', 'hasDietType'), ('baking_powder', 'contains')]",41,3,0.07317073170731707,84,3,0.03571428571428571,41,2,0.04878048780487805,0.048
7767,"[('low_fiber', 'HasFiberLevel'), ('low_sodium', 'HasSodiumLevel'), ('less_than_15_mins', 'needTimeToCook')]",477,16,0.033542976939203356,84,16,0.19047619047619047,477,77,0.16142557651991615,0.05704099821746881
7768,"[('medium_sugar', 'HasSugarLevel'), ('breakfast', 'isForMealType'), ('pepper', 'contains')]",5,0,0.0,84,0,0.0,5,0,0.0,0.0
7770,"[('high_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('middle_east', 'isFromRegion')]",78,2,0.02564102564102564,84,2,0.023809523809523808,78,2,0.02564102564102564,0.024691358024691353
7771,"[('low_carb', 'HasCarbLevel'), ('medium_fiber', 'HasFiberLevel'), ('breakfast', 'isForMealType')]",20,2,0.1,84,2,0.023809523809523808,20,0,0.0,0.038461538461538464
7772,"[('high_protein', 'HasProteinLevel'), ('breakfast', 'isForMealType'), ('standard', 'hasDietType')]",53,1,0.018867924528301886,84,1,0.011904761904761904,53,1,0.018867924528301886,0.014598540145985401
7774,"[('medium_sugar', 'HasSugarLevel'), ('africa', 'isFromRegion'), ('brown_sugar', 'contains')]",3,3,1.0,84,3,0.03571428571428571,3,0,0.0,0.0689655172413793
7775,"[('low_sodium', 'HasSodiumLevel'), ('brunch', 'isForMealType'), ('cinnamon', 'contains')]",38,12,0.3157894736842105,84,12,0.14285714285714285,38,7,0.18421052631578946,0.19672131147540983
7776,"[('high_fiber', 'HasFiberLevel'), ('high_cholesterol', 'HasCholesterolLevel'), ('less_than_15_mins', 'needTimeToCook')]",9,0,0.0,84,0,0.0,9,0,0.0,0.0
7778,"[('medium_protein', 'HasProteinLevel'), ('high_sodium', 'HasSodiumLevel'), ('less_than_4_hours', 'needTimeToCook')]",60,2,0.03333333333333333,84,2,0.023809523809523808,60,2,0.03333333333333333,0.027777777777777776
7779,"[('dinner', 'isForMealType'), ('latin_america_and_caribbean', 'isFromRegion'), ('onion', 'contains')]",38,12,0.3157894736842105,84,12,0.14285714285714285,38,8,0.21052631578947367,0.19672131147540983
7780,"[('high_protein', 'HasProteinLevel'), ('drink', 'isForMealType'), ('more_than_6_hours', 'needTimeToCook')]",2,0,0.0,84,0,0.0,2,0,0.0,0.0
7781,"[('medium_carb', 'HasCarbLevel'), ('high_calorie', 'HasCalorieLevel'), ('brunch', 'isForMealType')]",10,0,0.0,84,0,0.0,10,0,0.0,0.0
7782,"[('low_protein', 'HasProteinLevel'), ('low_fiber', 'HasFiberLevel'), ('more_than_6_hours', 'needTimeToCook')]",294,13,0.04421768707482993,84,13,0.15476190476190477,294,30,0.10204081632653061,0.06878306878306878
7783,"[('low_protein', 'HasProteinLevel'), ('low_sugar', 'HasSugarLevel'), ('medium_calorie', 'HasCalorieLevel')]",102,0,0.0,84,0,0.0,102,1,0.00980392156862745,0.0
7784,"[('europe', 'isFromRegion'), ('less_than_6_hours', 'needTimeToCook'), ('tomato', 'contains')]",35,9,0.2571428571428571,84,9,0.10714285714285714,35,4,0.11428571428571428,0.15126050420168066
7786,"[('high_protein', 'HasProteinLevel'), ('high_carb', 'HasCarbLevel'), ('north_america', 'isFromRegion')]",51,8,0.1568627450980392,84,8,0.09523809523809523,51,6,0.11764705882352941,0.11851851851851851
7787,"[('low_sugar', 'HasSugarLevel'), ('dessert', 'isForMealType'), ('sugar', 'contains')]",82,8,0.0975609756097561,84,8,0.09523809523809523,82,8,0.0975609756097561,0.0963855421686747
7788,"[('low_protein', 'HasProteinLevel'), ('low_calorie', 'HasCalorieLevel'), ('europe', 'isFromRegion')]",580,34,0.05862068965517241,84,34,0.40476190476190477,580,165,0.28448275862068967,0.10240963855421686
7789,"[('high_sugar', 'HasSugarLevel'), ('asia', 'isFromRegion'), ('less_than_4_hours', 'needTimeToCook')]",38,4,0.10526315789473684,84,4,0.047619047619047616,38,2,0.05263157894736842,0.06557377049180328
7790,"[('low_protein', 'HasProteinLevel'), ('drink', 'isForMealType'), ('cumin_seed', 'contains')]",1,0,0.0,84,0,0.0,1,0,0.0,0.0
7791,"[('high_fiber', 'HasFiberLevel'), ('more_than_6_hours', 'needTimeToCook'), ('milk', 'contains')]",11,0,0.0,84,0,0.0,11,0,0.0,0.0
7792,"[('medium_carb', 'HasCarbLevel'), ('low_fiber', 'HasFiberLevel'), ('lemon_juice', 'contains')]",63,8,0.12698412698412698,84,8,0.09523809523809523,63,6,0.09523809523809523,0.10884353741496598
7793,"[('high_fiber', 'HasFiberLevel'), ('north_america', 'isFromRegion'), ('olive_oil', 'contains')]",30,2,0.06666666666666667,84,2,0.023809523809523808,30,1,0.03333333333333333,0.03508771929824561
7794,"[('low_calorie', 'HasCalorieLevel'), ('lunch', 'isForMealType'), ('less_than_6_hours', 'needTimeToCook')]",55,3,0.05454545454545454,84,3,0.03571428571428571,55,0,0.0,0.043165467625899276
